year,month,tmp_min,tmp_max,tmp_ave,prcp,srad,frost_days
2012,1,3.52225806451613,16.6251612903226,10.0737096774194,2.20548387096774,9.01160074084807,4.55548387096774
2012,2,5.38655172413793,15.7286206896552,10.5575862068966,4.44379310344828,10.734375250096,0.826896551724138
2012,3,12.5729032258065,24.7187096774194,18.6458064516129,5.01193548387097,15.5348352437132,0
2012,4,13.1196666666667,25.647,19.3833333333333,3.49,18.9638524500919,0
2012,5,18.3274193548387,30.7090322580645,24.5182258064516,2.87741935483871,19.9028074444572,0
2012,6,20.0813333333333,32.4803333333333,26.2808333333333,4.939,20.748056267136,0
2012,7,23.0212903225806,33.8241935483871,28.4227419354839,4.36354838709677,17.946964353145,0
2012,8,21.6706451612903,33.2645161290323,27.4675806451613,4.09032258064516,18.0664528805981,0
2012,9,18.5026666666667,30.5006666666667,24.5016666666667,7.15033333333333,15.5754052935261,0
2012,10,10.6629032258065,23.4096774193548,17.0362903225806,1.49483870967742,13.1919300374635,0
2012,11,4.36566666666667,18.843,11.6043333333333,1.83566666666667,10.3084663110271,2.86866666666667
2012,12,5.79533333333333,16.1983333333333,10.9968333333333,5.77033333333333,6.86973072093,0.00933333333333231
2013,1,4.02806451612903,13.3816129032258,8.70483870967742,7.91516129032258,8.39471187582206,3.54387096774193
2013,2,3.42464285714286,14.3003571428571,8.8625,5.11464285714286,11.6203531790954,4.75071428571429
2013,3,4.0558064516129,16.6225806451613,10.3391935483871,4.16129032258065,15.9885962725189,3.48838709677419
2013,4,10.6366666666667,23.1676666666667,16.9021666666667,5.74333333333333,18.8919284442591,0
2013,5,15.8225806451613,26.7767741935484,21.2996774193548,3.32612903225806,18.9879231067898,0
2013,6,21.2243333333333,31.8793333333333,26.5518333333333,3.80933333333333,19.6593899812373,0
2013,7,21.0177419354839,32.3016129032258,26.6596774193548,1.86225806451613,20.2266158453528,0
2013,8,21.6290322580645,33.6548387096774,27.641935483871,0.458064516129032,19.2946075761769,0
2013,9,19.3753333333333,32.4913333333333,25.9333333333333,5.571,15.9710240507456,0
2013,10,13.5741935483871,24.5403225806452,19.0572580645161,6.24806451612903,12.054496689748,0
2013,11,5.16366666666667,16.154,10.6588333333333,4.38266666666667,9.11546543538633,1.27266666666667
2013,12,2.72709677419355,12.1683870967742,7.44774193548387,4.3858064516129,7.69622657105432,6.1458064516129
2014,1,-2.69258064516129,10.4396774193548,3.87354838709677,1.86225806451613,9.49485453983351,16.9851612903226
2014,2,1.54857142857143,11.7953571428571,6.67196428571429,3.9925,10.6608060002158,8.50285714285714
2014,3,4.07838709677419,17.2345161290323,10.6564516129032,5.17032258064516,15.7856033834164,3.44322580645161
2014,4,11.3936666666667,23.1363333333333,17.265,9.268,17.3476569071573,0
2014,5,16.6006451612903,27.95,22.2753225806452,5.48870967741935,18.6912261063996,0
2014,6,21.832,31.6026666666667,26.7173333333333,4.14066666666667,19.1042204771382,0
2014,7,20.4054838709677,30.788064516129,25.5967741935484,4.37806451612903,19.9704707870722,0
2014,8,21.5135483870968,32.568064516129,27.0408064516129,2.8958064516129,18.3878000416733,0
2014,9,19.476,31.287,25.3815,1.24133333333333,16.2215608609444,0
2014,10,13.1783870967742,26.2041935483871,19.6912903225806,4.96129032258064,12.967759215378,0
2014,11,3.46166666666667,16.02,9.74083333333333,2.479,9.73097046928267,4.67666666666667
2014,12,4.77354838709677,13.9674193548387,9.37048387096774,3.97,7.07773488093684,2.05290322580645
2015,1,0.382258064516129,11.8651612903226,6.12370967741936,4.50516129032258,9.34340614654526,10.8354838709677
2015,2,-1.08642857142857,10.0803571428571,4.49696428571429,4.69571428571429,10.7356116511332,13.7728571428571
2015,3,7.89677419354839,18.5312903225806,13.2140322580645,5.72709677419355,14.3037895244841,0
2015,4,14.3483333333333,24.5993333333333,19.4738333333333,4.15666666666667,16.8206565659747,0
2015,5,17.5435483870968,28.4958064516129,23.0196774193548,5.53096774193548,19.0015896138137,0
2015,6,21.4433333333333,32.2866666666667,26.865,2.59033333333333,20.2137951867564,0
2015,7,23.8129032258065,34.1422580645161,28.9775806451613,3.00516129032258,19.292967593841,0
2015,8,21.3609677419355,34.0603225806452,27.7106451612903,0.642903225806452,19.1958131526634,0
2015,9,19.0456666666667,32.4806666666667,25.7631666666667,0.131333333333333,16.5677747117867,0
2015,10,13.4974193548387,26.4954838709677,19.9964516129032,7.43161290322581,12.5246527418232,0
2015,11,10.121,20.132,15.1265,7.884,8.63013332016633,0
2015,12,8.1558064516129,18.4209677419355,13.2883870967742,3.78548387096774,7.66171285758387,0
2016,1,0.982258064516129,11.7367741935484,6.35951612903226,3.92225806451613,8.77659824557492,9.63548387096774
2016,2,4.61827586206897,16.8989655172414,10.7586206896552,3.71586206896552,12.3905349277926,2.36344827586207
2016,3,10.2090322580645,21.3696774193548,15.7893548387097,13.2932258064516,14.2751749501414,0
2016,4,13.9423333333333,24.5696666666667,19.256,5.15433333333333,16.9656795533024,0
2016,5,16.5416129032258,28.0129032258065,22.2772580645161,1.6,21.3441898644191,0
2016,6,22.2266666666667,32.7366666666667,27.4816666666667,4.025,18.9221633010693,0
2016,7,23.481935483871,34.1509677419355,28.8164516129032,3.16096774193548,18.6694295353105,0
2016,8,23.4229032258065,33.3148387096774,28.3688709677419,5.96322580645161,15.5761711135923,0
2016,9,20.3596666666667,32.8763333333333,26.618,0.302,16.86683794588,0
2016,10,13.5732258064516,29.1370967741935,21.3551612903226,0.178387096774194,13.9138290164628,0
2016,11,7.357,21.722,14.5395,3.714,9.60635901405289,0
2016,12,3.50866666666667,13.9456666666667,8.72716666666667,4.59766666666667,7.055097190416,4.58266666666667
